index,t,objective,peak
788,3.935,0.293982801635517,0.214684153283628
789,3.94,0.29965447754299,0.209821054844005
790,3.945,0.296027826743364,0.211534415549128
791,3.95,0.292741645081475,0.213262313596309
792,3.955,0.289157312128466,0.215004903392185
793,3.96,0.286862815005186,0.216762137771698
794,3.965,0.283806523877907,0.218534174753031
795,3.97,0.281570537354892,0.220321167979561
796,3.975,0.27839676981335,0.22212321577839
797,3.98,0.275334756174805,0.223940570104378
798,3.985,0.271347899855851,0.225773328806245
799,3.99,0.272124184696454,0.223582659420619
800,3.995,0.275543704384298,0.219364953351445
801,4,0.272008794545,0.22118721496612
802,4.005,0.267688492907661,0.223025194087149
803,4.01,0.335516718102987,0.177064942509953
804,4.015,0.393028680106069,0.150821951854006
805,4.02,0.404096744244343,0.146610570653746
806,4.025,0.41653752482902,0.142170303854476
807,4.03,0.413355260424592,0.143564558023849
808,4.035,0.409970412979581,0.144973034088332
809,4.04,0.407043441002773,0.146395901524065
810,4.045,0.403475314068454,0.14783335106172
811,4.05,0.400448101501561,0.149285526586047
812,4.055,0.397229026323901,0.150752446766044
813,4.06,0.393889922072803,0.152234395353563
814,4.065,0.390437736761641,0.153731481024418
815,4.07,0.387118929771202,0.155243820184999
816,4.075,0.383832372413495,0.156771555714455
817,4.08,0.381152100339039,0.158314728883817
818,4.085,0.378465124301801,0.159873421072472
819,4.09,0.376063609226481,0.161447731002782
820,4.095,0.373351493106361,0.163037741550541
821,4.1,0.370904580338691,0.164643617724886
822,4.105,0.368378027139781,0.166265636446427
823,4.11,0.366017414321679,0.167903873556964
824,4.115,0.363379259411918,0.169558408841543
825,4.12,0.360465377205421,0.171229217450652
826,4.125,0.357055909987371,0.172916429210397
827,4.13,0.353473421086939,0.174620154995596
828,4.135,0.349765249809018,0.176340603734659
829,4.14,0.349328409962583,0.17600217452302
830,4.145,0.423071512308881,0.145238922798106
831,4.15,0.467572313876614,0.13151991850915
832,4.155,0.463998774724926,0.13291119904363
833,4.16,0.46020375317087,0.134317742993619
