t,x,L_x,f_x,L_y,f_y
1.79,1.45284707900819,-0.581138831603277,1.59813178690901,-0.254715292099181,0
1.795,1.43677946046512,-0.574711784186048,1.58045740651163,-0.256322053953488,0
1.8,1.4471680642868,-0.578867225714721,1.59188487071548,-0.25528319357132,0
1.805,1.4377133340819,-0.575085333632759,1.58148466749009,-0.25622866659181,0
1.81,1.42700361607383,-0.570801446429531,1.56970397768121,-0.257299638392617,0
1.815,1.41979277537899,-0.567917110151597,1.56177205291689,-0.258020722462101,0
1.82,1.41478421457451,-0.565913685829805,1.55626263603196,-0.258521578542549,0
1.825,1.42769228522423,-0.571076914089693,1.57046151374666,-0.257230771477577,0
1.83,1.41094289908633,-0.564377159634532,1.55203718899496,-0.258905710091367,0
1.835,1.40098396107104,-0.560393584428417,1.54108235717815,-0.259901603892896,0
1.84,1.41710493909305,-0.566841975637222,1.55881543300236,-0.258289506090695,0
1.845,1.39186162839952,-0.55674465135981,1.53104779123948,-0.260813837160048,0
1.85,1.40052162199262,-0.560208648797048,1.54057378419188,-0.259947837800738,0
1.855,1.38414038506997,-0.553656154027987,1.52255442357696,-0.261585961493003,0
1.86,1.38981923728087,-0.55592769491235,1.52880116100896,-0.261018076271913,0
1.865,1.41548683721721,-0.566194734886882,1.55703552093893,-0.258451316278279,0
1.87,1.38318904205528,-0.553275616822113,1.52150794626081,-0.261681095794472,0
1.875,1.35845144636613,-0.543380578546451,1.49429659100274,-0.264154855363387,0
1.88,1.33624092636404,-0.534496370545615,1.46986501900044,-0.266375907363596,0
1.885,1.35108962571621,-0.540435850286485,1.48619858828783,-0.264891037428379,0
1.89,1.34372053879236,-0.537488215516946,1.4780925926716,-0.265627946120764,0
1.895,1.31953085131092,-0.527812340524368,1.45148393644201,-0.268046914868908,0
1.9,1.29001031283439,-0.516004125133757,1.41901134411783,-0.270998968716561,0
1.905,1.30806766907709,-0.523227067630836,1.4388744359848,-0.269193233092291,0
1.91,1.28994385284109,-0.515977541136435,1.4189382381252,-0.271005614715891,0
1.915,1.29128764600521,-0.516515058402086,1.42041641060574,-0.270871235399479,0
1.92,1.30268820232014,-0.521075280928058,1.43295702255216,-0.269731179767986,0
1.925,1.28237400116133,-0.512949600464533,1.41061140127747,-0.271762599883867,0
1.93,1.24108446225866,-0.496433784903462,1.36519290848452,-0.275891553774134,0
1.935,1.24275402269688,-0.497101609078751,1.36702942496656,-0.275724597730312,0
1.94,1.23875009043718,-0.495500036174872,1.3626250994809,-0.276124990956282,0
1.945,1.19888120433001,-0.479552481732003,1.31876932476301,-0.280111879566999,0
1.95,1.19698481224114,-0.478793924896455,1.31668329346525,-0.280301518775886,0
1.955,1.15460359103669,-0.461841436414674,1.27006395014035,-0.284539640896331,0
1.96,1.16674516590392,-0.466698066361567,1.28341968249431,-0.283325483409608,0
1.965,1.18247645064986,-0.472990580259943,1.30072409571484,-0.281752354935014,0
1.97,1.1963220135322,-0.478528805412878,1.31595421488542,-0.28036779864678,0
1.975,1.19845521219119,-0.479382084876474,1.3183007334103,-0.280154478780881,0
1.98,1.19418221595284,-0.477672886381135,1.31360043754812,-0.280581778404716,0
1.985,1.23424107259195,-0.493696429036779,1.35766517985114,-0.276575892740805,0
1.99,1.23039920513856,-0.492159682055423,1.35343912565241,-0.276960079486144,0
1.995,1.24726484655256,-0.498905938621026,1.37199133120782,-0.275273515344744,0
2,1.20889202818148,-0.48355681127259,1.32978123099962,-0.279110797181852,0
2.005,1.22575360150754,-0.490301440603015,1.34832896165829,-0.277424639849246,0
2.01,1.2302421210774,-0.49209684843096,1.35326633318514,-0.27697578789226,0
2.015,1.18993640654884,-0.475974562619536,1.30893004720372,-0.281006359345116,0
