"index","n_re","peak_aci","peak_matlab","obj_aci","obj_msimps","obj_matlab","d_obj_native","d_obj_msimps","quad_diff","settled_frac","monotone"
302,1000,0.0871399343275203,0.0871399343275211,0.0756326642599394,0.0756326637903339,0.0756326637903342,4.69605174191479e-10,3.19189119579733e-16,4.69605493380598e-10,0.92,FALSE
303,999,0.0882195461391952,0.0882195461391994,0.074687322868967,0.074687322868967,0.0746873228689686,1.62370117351429e-15,1.62370117351429e-15,0,0.91991991991992,FALSE
304,998,0.089312379045956,0.0893123790459561,0.0731269569229944,0.0731269564530569,0.0731269564530567,4.69937727620717e-10,1.94289029309402e-16,4.69937533331688e-10,0.919839679358717,FALSE
305,997,0.090418580182637,0.0904185801826398,0.0720435214515028,0.0720435214515028,0.0720435214515042,1.38777878078145e-15,1.38777878078145e-15,0,0.9197592778335,FALSE
306,996,0.0915382979142762,0.0915382979142749,0.0701376173247418,0.0701376168544636,0.0701376168544633,4.70278524455914e-10,3.19189119579733e-16,4.70278205266794e-10,0.919678714859438,FALSE
307,995,0.0926716818365172,0.0926716818365131,0.0686774012946764,0.0686774012946764,0.0686774012946746,1.79023462720806e-15,1.79023462720806e-15,0,0.919597989949749,FALSE
308,994,0.0938188827757328,0.0938188827757394,0.0667553826708841,0.0667553822002564,0.0667553822002577,4.70626371207317e-10,1.31838984174237e-15,4.70627689597158e-10,0.919517102615694,FALSE
309,993,0.0949800527888697,0.094980052788869,0.0659907275472438,0.0659907275472437,0.0659907275472434,3.60822483003176e-16,3.46944695195361e-16,1.38777878078145e-17,0.919436052366566,FALSE
310,992,0.096155345162984,0.0961553451629868,0.0640266940685853,0.0640266935975991,0.0640266935975999,4.70985445089056e-10,8.32667268468867e-16,4.70986277756325e-10,0.919354838709677,FALSE
311,991,0.0973449144144893,0.0973449144144903,0.0632047466317227,0.0632047466317227,0.0632047466317237,9.99200722162641e-16,9.85322934354826e-16,1.38777878078145e-17,0.919273461150353,FALSE
312,990,0.0985489162880885,0.0985489162880861,0.0611074280265698,0.0611074275552156,0.0611074275552151,4.71354656694789e-10,4.92661467177413e-16,4.71354164033322e-10,0.919191919191919,FALSE
313,989,0.0997675077553912,0.0997675077553897,0.0612113812480858,0.0612113812480858,0.0612113812480857,1.31838984174237e-16,1.31838984174237e-16,0,0.919110212335693,FALSE
314,988,0.101000847013207,0.101000847013206,0.0595989159975,0.0595989155257685,0.0595989155257683,4.71731743945103e-10,1.94289029309402e-16,4.71731549656074e-10,0.919028340080972,FALSE
315,987,0.102249093481515,0.102249093481512,0.0587832092316978,0.0587832092316978,0.0587832092316975,2.98372437868011e-16,2.98372437868011e-16,0,0.918946301925025,FALSE
316,986,0.103512407801078,0.103512407801078,0.0566164330875925,0.0566164326154738,0.0566164326154736,4.72118892591578e-10,1.80411241501588e-16,4.72118712180336e-10,0.918864097363083,FALSE
317,985,0.100172348671211,0.100172348671214,0.0577380771428626,0.0577380771428626,0.0577380771428627,1.45716771982052e-16,1.45716771982052e-16,0,0.918781725888325,FALSE
